date,team_1,team_2,inverted_teams,match_id,event_id,best_of,system,t1_removed_1,t1_removed_2,t1_removed_3,t2_removed_1,t2_removed_2,t2_removed_3,t1_picked_1,t2_picked_1,left_over
2020-02-17,Orgless,Swole Identity,0,2339653,5212,3,123412,Vertigo,Dust2,0.0,Overpass,Inferno,0.0,Train,Nuke,Mirage
2020-02-17,AGO,Gambit Youngsters,1,2339647,5223,3,123412,Overpass,Vertigo,0.0,Nuke,Inferno,0.0,Dust2,Mirage,Train
2020-02-16,Isurus,DETONA,0,2339601,5213,3,123412,Vertigo,Mirage,0.0,Overpass,Dust2,0.0,Nuke,Train,Inferno
2020-02-16,HAVU,Gambit Youngsters,1,2339606,5211,3,123412,Inferno,Mirage,0.0,Nuke,Overpass,0.0,Dust2,Vertigo,Train
2020-02-16,Asuna's Anime Aimers,Swole Identity,1,2339611,5212,3,123412,Vertigo,Overpass,0.0,Mirage,Train,0.0,Dust2,Nuke,Inferno
2020-02-16,Bad News Bears,eUnited,0,2339602,5212,3,123412,Vertigo,Train,0.0,Mirage,Dust2,0.0,Inferno,Overpass,Nuke
2020-02-16,Orgless,Recon 5,0,2339610,5212,3,123412,Vertigo,Dust2,0.0,Train,Overpass,0.0,Mirage,Inferno,Nuke
2020-02-16,Orgless,Triumph,0,2339580,5212,3,123412,Vertigo,Dust2,0.0,Mirage,Overpass,0.0,Train,Nuke,Inferno
2020-02-16,Alma,Rysix,1,2339604,5213,3,123412,Nuke,Dust2,0.0,Inferno,Vertigo,0.0,Train,Mirage,Overpass
2020-02-16,Asuna's Anime Aimers,Rugratz,1,2339579,5212,3,123412,Vertigo,Overpass,0.0,Dust2,Inferno,0.0,Mirage,Nuke,Train
2020-02-16,Ze Pug Godz,Recon 5,0,2339577,5212,3,123412,Vertigo,Train,0.0,Mirage,Overpass,0.0,Inferno,Nuke,Dust2
2020-02-16,Big Frames,Swole Identity,0,2339578,5212,3,123412,Inferno,Overpass,0.0,Dust2,Train,0.0,Mirage,Vertigo,Nuke
2020-02-16,Redemption POA,Bravos,1,2339600,5213,3,123412,Mirage,Vertigo,0.0,Train,Inferno,0.0,Dust2,Nuke,Overpass
2020-02-16,GamerLegion,Spirit,1,2339605,5211,3,123412,Vertigo,Dust2,0.0,Overpass,Train,0.0,Mirage,Nuke,Inferno
2020-02-16,SKADE,Copenhagen Flames,1,2339595,5211,3,123412,Vertigo,Overpass,0.0,Dust2,Mirage,0.0,Inferno,Nuke,Train
2020-02-16,Chaos,Yeah,1,2339607,5212,3,123412,Train,Mirage,0.0,Vertigo,Overpass,0.0,Nuke,Inferno,Dust2
2020-02-16,Winstrike,AVEZ,1,2339594,5211,3,123412,Inferno,Nuke,0.0,Mirage,Overpass,0.0,Dust2,Train,Vertigo
2020-02-16,Chaos,eUnited,0,2339614,5212,3,123412,Vertigo,Nuke,0.0,Mirage,Inferno,0.0,Dust2,Overpass,Train
2020-02-16,OG,Evil Geniuses,1,2339108,5138,3,123412,Vertigo,Nuke,0.0,Overpass,Dust2,0.0,Train,Mirage,Inferno
2020-02-16,DETONA,W7M,0,2339649,5213,3,123412,Overpass,Mirage,0.0,Vertigo,Inferno,0.0,Train,Nuke,Dust2
2020-02-16,Gambit Youngsters,Spirit,1,2339648,5211,3,123412,Nuke,Overpass,0.0,Vertigo,Inferno,0.0,Train,Mirage,Dust2
2020-02-16,Orgless,Yeah,1,2339615,5212,3,123412,Dust2,Train,0.0,Vertigo,Overpass,0.0,Mirage,Inferno,Nuke
2020-02-16,SKADE,AVEZ,1,2339626,5211,3,123412,Vertigo,Dust2,0.0,Mirage,Overpass,0.0,Inferno,Nuke,Train
2020-02-16,Bad News Bears,Swole Identity,0,2339616,5212,3,123412,Vertigo,Train,0.0,Dust2,Overpass,0.0,Inferno,Nuke,Mirage
2020-02-16,OG,G2,1,2339109,5138,3,123412,Vertigo,Train,0.0,Overpass,Mirage,0.0,Inferno,Dust2,Nuke
2020-02-16,Bravos,W7M,1,2339609,5213,3,123412,Mirage,Train,0.0,Vertigo,Nuke,0.0,Overpass,Inferno,Dust2
2020-02-16,Isurus,Redemption POA,1,2339608,5213,3,123412,Vertigo,Train,0.0,Mirage,Nuke,0.0,Overpass,Inferno,Dust2
2020-02-16,Winstrike,Gambit Youngsters,0,2339628,5211,3,123412,Inferno,Train,0.0,Nuke,Vertigo,0.0,Overpass,Mirage,Dust2
2020-02-16,Copenhagen Flames,Spirit,0,2339627,5211,3,123412,Dust2,Vertigo,0.0,Train,Overpass,0.0,Nuke,Mirage,Inferno
2020-02-16,Rysix,DETONA,0,2339612,5213,3,123412,Train,Inferno,0.0,Overpass,Mirage,0.0,Nuke,Vertigo,Dust2
2020-02-15,Evidence,2K,0,2339570,5172,1,121212,Nuke,Train,Vertigo,Overpass,Dust2,Mirage,0.0,0.0,Inferno
2020-02-15,Endpoint,Movistar Riders,1,2339557,5211,3,123412,Nuke,Overpass,0.0,Dust2,Vertigo,0.0,Train,Inferno,Mirage
2020-02-15,Juggernauts,1WIN,1,2339537,5211,3,123412,Overpass,Dust2,0.0,Vertigo,Mirage,0.0,Train,Nuke,Inferno
2020-02-15,Hard Legion,Syman,0,2339535,5211,3,123412,Nuke,Mirage,0.0,Vertigo,Train,0.0,Overpass,Inferno,Dust2
2020-02-15,pro100,Gambit Youngsters,1,2339540,5211,3,123412,Nuke,Overpass,0.0,Vertigo,Train,0.0,Inferno,Mirage,Dust2
2020-02-15,ex-Virtus.pro,GamerLegion,0,2339542,5211,3,123412,Overpass,Dust2,0.0,Vertigo,Train,0.0,Mirage,Inferno,Nuke
2020-02-15,Sinners,Nexus,0,2339536,5211,3,123412,Train,Dust2,0.0,Nuke,Overpass,0.0,Mirage,Inferno,Vertigo
2020-02-15,New England Whalers,Orgless,0,2339567,5212,3,123412,Train,Overpass,0.0,Vertigo,Inferno,0.0,Dust2,Mirage,Nuke
2020-02-15,RBG,Rugratz,0,2339560,5212,3,123412,Vertigo,Mirage,0.0,Dust2,Overpass,0.0,Inferno,Nuke,Train
2020-02-15,Prospects,Big Frames,1,2339559,5212,3,123412,Dust2,Mirage,0.0,Train,Vertigo,0.0,Overpass,Nuke,Inferno
2020-02-15,Swole Identity,New England Whalers,0,2339464,5212,3,123412,Nuke,Overpass,0.0,Train,Dust2,0.0,Vertigo,Mirage,Inferno
2020-02-15,Ze Pug Godz,Mythic,0,2339561,5212,3,123412,Vertigo,Train,0.0,Dust2,Nuke,0.0,Inferno,Overpass,Mirage
2020-02-15,Chaos,Orgless,1,2339465,5212,3,123412,Mirage,Train,0.0,Vertigo,Dust2,0.0,Overpass,Inferno,Nuke
2020-02-15,Bravos,RED Canids,0,2339564,5172,1,121212,Mirage,Train,Vertigo,Inferno,Overpass,Nuke,0.0,0.0,Dust2
2020-02-15,Rugratz,Recon 5,1,2339461,5212,3,123412,Dust2,Train,0.0,Nuke,Mirage,0.0,Overpass,Vertigo,Inferno
2020-02-15,Mythic,Yeah,0,2339463,5212,3,123412,Nuke,Overpass,0.0,Vertigo,Dust2,0.0,Mirage,Train,Inferno
2020-02-15,Triumph,Prospects,0,2339459,5212,3,123412,Train,Mirage,0.0,Dust2,Vertigo,0.0,Nuke,Overpass,Inferno
2020-02-15,eUnited,RBG,0,2339460,5212,3,123412,Mirage,Dust2,0.0,Vertigo,Train,0.0,Overpass,Inferno,Nuke
2020-02-15,Ze Pug Godz,Asuna's Anime Aimers,0,2339462,5212,3,123412,Mirage,Vertigo,0.0,Inferno,Overpass,0.0,Dust2,Train,Nuke
2020-02-15,Bad News Bears,Big Frames,0,2339458,5212,3,123412,Vertigo,Nuke,0.0,Train,Overpass,0.0,Inferno,Mirage,Dust2
2020-02-15,Singularity,Tricked,1,2339539,5211,3,123412,Train,Mirage,0.0,Overpass,Vertigo,0.0,Dust2,Inferno,Nuke
2020-02-15,SpeedRunners,Moscow Five Academy,1,2339531,5117,3,123412,Vertigo,Dust2,0.0,Nuke,Mirage,0.0,Inferno,Overpass,Train
2020-02-15,Nexus,Syman,0,2339589,5211,3,123412,Nuke,Dust2,0.0,Train,Mirage,0.0,Vertigo,Overpass,Inferno
2020-02-15,100 Thieves,Evil Geniuses,0,2339106,5138,3,123412,Overpass,Dust2,0.0,Vertigo,Mirage,0.0,Train,Nuke,Inferno
2020-02-15,OG,G2,1,2339107,5138,3,123412,Vertigo,Train,0.0,Overpass,Inferno,0.0,Nuke,Dust2,Mirage
2020-02-15,AVEZ,HAVU,1,2339533,5211,3,123412,Mirage,Dust2,0.0,Inferno,Nuke,0.0,Vertigo,Train,Overpass
2020-02-15,Juggernauts,Spirit,1,2339596,5211,3,123412,Vertigo,Overpass,0.0,Nuke,Inferno,0.0,Train,Dust2,Mirage
2020-02-15,Chaos,Swole Identity,1,2339566,5212,3,123412,Vertigo,Train,0.0,Overpass,Inferno,0.0,Nuke,Mirage,Dust2
2020-02-15,Keyd,W7M,0,2339590,5213,3,123412,Dust2,Inferno,0.0,Vertigo,Train,0.0,Overpass,Mirage,Nuke
2020-02-15,eUnited,Recon 5,0,2339562,5212,3,123412,Mirage,Dust2,0.0,Overpass,Train,0.0,Nuke,Vertigo,Inferno
2020-02-15,Rysix,Reapers,0,2339592,5213,3,123412,Inferno,Train,0.0,Overpass,Vertigo,0.0,Nuke,Mirage,Dust2
2020-02-15,Triumph,Bad News Bears,1,2339558,5212,3,123412,Train,Mirage,0.0,Vertigo,Overpass,0.0,Nuke,Dust2,Inferno
2020-02-15,HAVU,Syman,0,2339598,5211,3,123412,Inferno,Overpass,0.0,Train,Dust2,0.0,Nuke,Mirage,Vertigo
2020-02-15,GamerLegion,Heretics,1,2339597,5211,3,123412,Vertigo,Dust2,0.0,Train,Inferno,0.0,Mirage,Nuke,Overpass
2020-02-15,Asuna's Anime Aimers,Yeah,0,2339563,5212,3,123412,Inferno,Nuke,0.0,Vertigo,Overpass,0.0,Mirage,Dust2,Train
2020-02-15,Isurus,RED Canids,0,2339575,5213,3,123412,Vertigo,Train,0.0,Inferno,Nuke,0.0,Overpass,Mirage,Dust2
2020-02-15,Spirit,Copenhagen Flames,0,2339532,5211,3,123412,Dust2,Vertigo,0.0,Nuke,Overpass,0.0,Inferno,Mirage,Train
2020-02-15,sAw,Winstrike,0,2339541,5211,3,123412,Mirage,Train,0.0,Inferno,Vertigo,0.0,Nuke,Overpass,Dust2
2020-02-15,W7M,DETONA,1,2339576,5213,3,123412,Vertigo,Train,0.0,Overpass,Mirage,0.0,Nuke,Dust2,Inferno
2020-02-15,Reapers,Redemption POA,0,2339574,5213,3,123412,Overpass,Vertigo,0.0,Mirage,Inferno,0.0,Dust2,Train,Nuke
2020-02-15,GamerLegion,Tricked,0,2339587,5211,3,123412,Vertigo,Nuke,0.0,Overpass,Dust2,0.0,Mirage,Train,Inferno
2020-02-15,SG.pro,Se7en,1,2339534,5117,3,123412,Inferno,Dust2,0.0,Vertigo,Nuke,0.0,Overpass,Mirage,Train
2020-02-15,sAw,Gambit Youngsters,0,2339599,5211,3,123412,Mirage,Inferno,0.0,Nuke,Train,0.0,Vertigo,Overpass,Dust2
2020-02-15,SKADE,Heretics,0,2339543,5211,3,123412,Vertigo,Dust2,0.0,Mirage,Overpass,0.0,Train,Nuke,Inferno
2020-02-15,Movistar Riders,Gambit Youngsters,1,2339588,5211,3,123412,Dust2,Vertigo,0.0,Nuke,Overpass,0.0,Inferno,Mirage,Train
2020-02-14,HellRaisers,AVEZ,0,2339500,5211,3,123412,Nuke,Train,0.0,Mirage,Dust2,0.0,Overpass,Vertigo,Inferno
2020-02-14,pro100,SMASH,0,2339491,5211,3,123412,Nuke,Mirage,0.0,Vertigo,Dust2,0.0,Train,Overpass,Inferno
2020-02-14,SKADE,Singularity,0,2339492,5211,3,123412,Vertigo,Dust2,0.0,Train,Mirage,0.0,Inferno,Nuke,Overpass
2020-02-14,Illuminar,1WIN,0,2339502,5211,3,123412,Dust2,Mirage,0.0,Vertigo,Train,0.0,Overpass,Inferno,Nuke
2020-02-14,Gambit Youngsters,sAw,0,2339497,5211,3,123412,Mirage,Vertigo,0.0,Nuke,Overpass,0.0,Dust2,Inferno,Train
2020-02-14,Nexus,HAVU,1,2339501,5211,3,123412,Nuke,Train,0.0,Inferno,Vertigo,0.0,Mirage,Dust2,Overpass
2020-02-14,Juggernauts,Sinners,0,2339488,5211,3,123412,Overpass,Dust2,0.0,Train,Vertigo,0.0,Nuke,Inferno,Mirage
2020-02-14,RED Canids,Rysix,0,2339474,5213,3,123412,Inferno,Dust2,0.0,Train,Vertigo,0.0,Mirage,Nuke,Overpass
2020-02-14,Gambit Youngsters,Spirit,1,2339505,5214,3,123412,Nuke,Overpass,0.0,Vertigo,Train,0.0,Inferno,Mirage,Dust2
2020-02-14,GamerLegion,Heretics,0,2339494,5211,3,123412,Vertigo,Dust2,0.0,Mirage,Train,0.0,Nuke,Inferno,Overpass
2020-02-14,Unique,Hard Legion,1,2339489,5211,3,123412,Vertigo,Inferno,0.0,Nuke,Train,0.0,Mirage,Overpass,Dust2
2020-02-14,G2,100 Thieves,1,2339104,5138,3,123412,Inferno,Mirage,0.0,Overpass,Nuke,0.0,Dust2,Vertigo,Train
2020-02-14,Recon 5,Yeah,1,2339485,5177,3,123412,Mirage,Overpass,0.0,Vertigo,Nuke,0.0,Inferno,Train,Dust2
2020-02-14,LiViD,Big Frames,1,2339425,5151,1,121212,Dust2,Inferno,Vertigo,Train,Nuke,Overpass,0.0,0.0,Mirage
2020-02-14,Big Frames,Orgless,0,2339486,5177,3,123412,Train,Vertigo,0.0,Dust2,Overpass,0.0,Nuke,Inferno,Mirage
2020-02-14,Keyd,Bravos,1,2339470,5213,3,123412,Dust2,Inferno,0.0,Mirage,Overpass,0.0,Vertigo,Nuke,Train
2020-02-14,AGO,Tricked,0,2339498,5211,3,123412,Overpass,Mirage,0.0,Dust2,Inferno,0.0,Vertigo,Nuke,Train
2020-02-14,Secret,Copenhagen Flames,1,2339490,5211,3,123412,Vertigo,Train,0.0,Dust2,Nuke,0.0,Mirage,Overpass,Inferno
2020-02-14,Movistar Riders,Cream,0,2339493,5211,3,123412,Dust2,Mirage,0.0,Nuke,Vertigo,0.0,Overpass,Train,Inferno
2020-02-14,Syman,HellRaisers,0,2339522,5211,3,123412,Vertigo,Train,0.0,Nuke,Dust2,0.0,Inferno,Mirage,Overpass
2020-02-14,Endpoint,Winstrike,0,2339496,5211,3,123412,Nuke,Mirage,0.0,Inferno,Dust2,0.0,Train,Vertigo,Overpass
2020-02-14,Heretics,Movistar Riders,0,2339515,5211,3,123412,Mirage,Train,0.0,Dust2,Vertigo,0.0,Inferno,Overpass,Nuke
2020-02-14,SMASH,Singularity,0,2339518,5211,3,123412,Vertigo,Train,0.0,Inferno,Mirage,0.0,Dust2,Nuke,Overpass
2020-02-14,OG,Evil Geniuses,1,2339105,5138,3,123412,Vertigo,Mirage,0.0,Train,Overpass,0.0,Inferno,Nuke,Dust2
2020-02-14,SKADE,pro100,1,2339516,5211,3,123412,Vertigo,Mirage,0.0,Nuke,Train,0.0,Inferno,Dust2,Overpass
2020-02-14,DETONA,Alma,0,2339475,5213,3,123412,Overpass,Mirage,0.0,Nuke,Dust2,0.0,Vertigo,Inferno,Train
2020-02-14,GamerLegion,Cream,0,2339519,5211,3,123412,Vertigo,Dust2,0.0,Nuke,Overpass,0.0,Mirage,Train,Inferno
2020-02-14,AGO,Gambit Youngsters,1,2339524,5211,3,123412,Overpass,Mirage,0.0,Nuke,Inferno,0.0,Vertigo,Train,Dust2
2020-02-14,ex-Virtus.pro,Winstrike,0,2339525,5211,3,123412,Overpass,Dust2,0.0,Inferno,Mirage,0.0,Train,Vertigo,Nuke
2020-02-14,SpeedRunners,lapw,1,2339530,5117,1,121212,Dust2,Mirage,Overpass,Inferno,Vertigo,Train,0.0,0.0,Nuke
2020-02-14,Tricked,sAw,1,2339521,5211,3,123412,Dust2,Overpass,0.0,Mirage,Train,0.0,Inferno,Vertigo,Nuke
2020-02-14,Secret,Unique,1,2339514,5211,3,123412,Vertigo,Train,0.0,Inferno,Overpass,0.0,Mirage,Nuke,Dust2
2020-02-14,Copenhagen Flames,Hard Legion,0,2339512,5211,3,123412,Dust2,Train,0.0,Nuke,Vertigo,0.0,Inferno,Mirage,Overpass
2020-02-14,1WIN,HAVU,1,2339520,5211,3,123412,Vertigo,Mirage,0.0,Inferno,Overpass,0.0,Dust2,Train,Nuke
2020-02-14,Sinners,Spirit,1,2339511,5211,3,123412,Train,Dust2,0.0,Mirage,Overpass,0.0,Nuke,Vertigo,Inferno
2020-02-14,Moscow Five Academy,100pinggods,1,2339527,5117,1,121212,Inferno,Dust2,Vertigo,Train,Overpass,Nuke,0.0,0.0,Mirage
2020-02-14,Illuminar,Nexus,1,2339523,5211,3,123412,Dust2,Mirage,0.0,Nuke,Overpass,0.0,Train,Inferno,Vertigo
2020-02-13,Russian Street Party,Yeah,1,2339479,5177,1,121212,Dust2,Mirage,Train,Vertigo,Overpass,Nuke,0.0,0.0,Inferno
2020-02-13,Recon 5,Polar Ace,0,2339481,5177,1,121212,Mirage,Inferno,Overpass,Vertigo,Nuke,Train,0.0,0.0,Dust2
2020-02-13,Big Frames,Asuna's Anime Aimers,0,2339482,5177,1,121212,Mirage,Vertigo,Train,Inferno,Nuke,Overpass,0.0,0.0,Dust2
2020-02-13,Station7,Chaos,1,2339424,5151,1,121212,Dust2,Train,Vertigo,Mirage,Inferno,Overpass,0.0,0.0,Nuke
2020-02-13,GameAgents,Big Frames,1,2339469,5177,1,121212,Vertigo,Nuke,Dust2,Overpass,Inferno,Train,0.0,0.0,Mirage
2020-02-13,Orgless,New England Whalers,1,2339467,5177,1,121212,Vertigo,Dust2,Inferno,Train,Overpass,Mirage,0.0,0.0,Nuke
2020-02-13,Asuna's Anime Aimers,Rap Gang,0,2339468,5177,1,121212,Inferno,Nuke,Overpass,Vertigo,Dust2,Train,0.0,0.0,Mirage
2020-02-13,Recon 5,Oceanus,0,2339457,5177,1,121212,Mirage,Overpass,Nuke,Inferno,Train,Dust2,0.0,0.0,Vertigo
2020-02-13,Paradox,Chiefs,1,2339291,5152,1,121212,Nuke,Vertigo,Train,Overpass,Mirage,Dust2,0.0,0.0,Inferno
2020-02-13,Formidable,ORDER,1,2339434,5152,1,121212,Overpass,Train,Nuke,Mirage,Inferno,Dust2,0.0,0.0,Vertigo
2020-02-13,Orgless,Faint,0,2339483,5177,1,121212,Dust2,Vertigo,Nuke,Mirage,Inferno,Overpass,0.0,0.0,Train
2020-02-13,Airborne,Ground Zero,1,2339435,5152,1,121212,Mirage,Train,Dust2,Vertigo,Overpass,Inferno,0.0,0.0,Nuke
2020-02-13,pro100,Gambit Youngsters,0,2339443,5214,3,123412,Overpass,Vertigo,0.0,Nuke,Mirage,0.0,Inferno,Train,Dust2
2020-02-13,MC,TRIDENT,1,2339437,5152,1,121212,Train,Vertigo,Mirage,Nuke,Overpass,Inferno,0.0,0.0,Dust2
2020-02-13,SMASH,Complexity,1,2339506,5134,3,123412,Vertigo,Dust2,0.0,Nuke,Train,0.0,Overpass,Mirage,Inferno
2020-02-13,Copenhagen Flames,Illuminar,1,2339504,5134,3,123412,Dust2,Mirage,0.0,Inferno,Train,0.0,Nuke,Overpass,Vertigo
2020-02-13,Sinners,Complexity,0,2339454,5134,1,121212,Vertigo,Train,Dust2,Nuke,Overpass,Inferno,0.0,0.0,Mirage
2020-02-13,SMASH,Singularity,1,2339455,5134,1,121212,Vertigo,Nuke,Train,Mirage,Inferno,Overpass,0.0,0.0,Dust2
2020-02-13,HAVU,Copenhagen Flames,0,2339453,5134,1,121212,Inferno,Overpass,Vertigo,Dust2,Mirage,Train,0.0,0.0,Nuke
2020-02-13,SKADE,Illuminar,1,2339452,5134,1,121212,Vertigo,Mirage,Nuke,Dust2,Inferno,Train,0.0,0.0,Overpass
2020-02-13,Unique,Gambit Youngsters,1,2339442,5214,3,123412,Vertigo,Inferno,0.0,Nuke,Mirage,0.0,Train,Overpass,Dust2
2020-02-13,FURY,Incept,1,2339436,5152,1,121212,Vertigo,Mirage,Nuke,Train,Overpass,Inferno,0.0,0.0,Dust2
2020-02-13,Ground Zero,Chiefs,1,2339438,5152,1,121212,Train,Vertigo,Inferno,Overpass,Mirage,Dust2,0.0,0.0,Nuke
2020-02-12,Gambit Youngsters,Espada,0,2339431,5214,3,123412,Nuke,Inferno,0.0,Vertigo,Dust2,0.0,Overpass,Mirage,Train
2020-02-12,eUnited,Mythic,1,2339421,5151,1,121212,Mirage,Dust2,Inferno,Nuke,Overpass,Train,0.0,0.0,Vertigo
2020-02-12,Riot Squad,Rugratz,1,2339420,5151,1,121212,Train,Overpass,Vertigo,Dust2,Inferno,Nuke,0.0,0.0,Mirage
2020-02-12,Station7,Monstars,1,2339422,5151,1,121212,Dust2,Train,Inferno,Nuke,Vertigo,Overpass,0.0,0.0,Mirage
2020-02-12,PC419,Esper,1,2339427,5152,1,121212,Train,Vertigo,Overpass,Dust2,Inferno,Mirage,0.0,0.0,Nuke
2020-02-12,Skyfire,Airborne,1,2339429,5152,1,121212,Dust2,Nuke,Inferno,Train,Vertigo,Mirage,0.0,0.0,Overpass
2020-02-12,Esper,Paradox,1,2339430,5152,1,121212,Dust2,Inferno,Mirage,Nuke,Vertigo,Overpass,0.0,0.0,Train
2020-02-12,Revolt,Unique,0,2339433,5214,3,123412,Mirage,Overpass,0.0,Inferno,Vertigo,0.0,Dust2,Nuke,Train
2020-02-12,pro100,Spirit,1,2339432,5214,3,123412,Nuke,Mirage,0.0,Vertigo,Overpass,0.0,Train,Dust2,Inferno
2020-02-12,PACT,Illuminar,1,2339444,5134,1,121212,Mirage,Nuke,Overpass,Dust2,Inferno,Vertigo,0.0,0.0,Train
2020-02-12,Sinners,Endpoint,1,2339447,5134,1,121212,Train,Dust2,Vertigo,Inferno,Nuke,Overpass,0.0,0.0,Mirage
2020-02-12,SJ,Singularity,1,2339445,5134,1,121212,Dust2,Overpass,Nuke,Train,Inferno,Mirage,0.0,0.0,Vertigo
2020-02-12,FATE,HAVU,1,2339446,5134,1,121212,Nuke,Mirage,Dust2,Inferno,Overpass,Vertigo,0.0,0.0,Train
2020-02-12,AVEZ,Complexity,1,2339449,5134,1,121212,Mirage,Overpass,Dust2,Nuke,Train,Vertigo,0.0,0.0,Inferno
2020-02-12,SMASH,AGO,0,2339450,5134,1,121212,Vertigo,Train,Dust2,Nuke,Inferno,Overpass,0.0,0.0,Mirage
2020-02-11,EXTREMUM,Espada,0,2339411,5214,3,123412,Overpass,Dust2,0.0,Vertigo,Mirage,0.0,Nuke,Train,Inferno
2020-02-11,pro100,Unique,1,2339410,5214,3,123412,Nuke,Train,0.0,Vertigo,Overpass,0.0,Inferno,Mirage,Dust2
2020-02-11,ROCK CANDY,TRIDENT,1,2339426,5152,1,121212,Train,Dust2,Nuke,Inferno,Vertigo,Overpass,0.0,0.0,Mirage
2020-02-11,Chiefs,Incept,1,2339328,5152,1,121212,Overpass,Mirage,Dust2,Nuke,Train,Vertigo,0.0,0.0,Inferno
2020-02-11,FURY,Skyfire,1,2339370,5152,1,121212,Vertigo,Mirage,Train,Inferno,Dust2,Nuke,0.0,0.0,Overpass
2020-02-11,Mythic,Monstars,0,2339377,5151,1,121212,Nuke,Mirage,Overpass,Vertigo,Train,Dust2,0.0,0.0,Inferno
2020-02-10,TRIDENT,ORDER,1,2339151,5152,1,121212,Inferno,Nuke,Vertigo,Overpass,Mirage,Dust2,0.0,0.0,Train
2020-02-10,Rap Gang,Divine,0,2339343,5176,3,123412,Vertigo,Mirage,0.0,Nuke,Train,0.0,Dust2,Overpass,Inferno
2020-02-10,Revolt,Se7en,0,2339415,5116,1,121212,Mirage,Vertigo,Overpass,Nuke,Dust2,Train,0.0,0.0,Inferno
2020-02-10,Espada,pro100,1,2339301,5214,3,123412,Vertigo,Dust2,0.0,Nuke,Overpass,0.0,Mirage,Train,Inferno
2020-02-10,Gambit Youngsters,Spirit,1,2339354,5214,3,123412,Nuke,Inferno,0.0,Vertigo,Train,0.0,Overpass,Mirage,Dust2
2020-02-09,MC,Paradox,0,2339349,5189,1,121212,Train,Overpass,Vertigo,Inferno,Nuke,Dust2,0.0,0.0,Mirage
2020-02-09,fakemaquinas,GamerLegion,0,2339333,5133,1,121212,Dust2,Nuke,Train,Vertigo,Mirage,Overpass,0.0,0.0,Inferno
2020-02-09,SMASH,Apeks,1,2339332,5133,1,121212,Nuke,Overpass,Vertigo,Train,Inferno,Dust2,0.0,0.0,Mirage
2020-02-09,Infinity,Divine,1,2339340,5176,1,121212,Vertigo,Nuke,Mirage,Inferno,Train,Overpass,0.0,0.0,Dust2
2020-02-09,Faint,Mythic,1,2339341,5176,1,121212,Inferno,Dust2,Vertigo,Nuke,Train,Overpass,0.0,0.0,Mirage
2020-02-09,Incept,Skyfire,1,2339347,5189,1,121212,Train,Nuke,Vertigo,Inferno,Dust2,Mirage,0.0,0.0,Overpass
2020-02-09,FURY,madlikewizards,0,2339348,5189,1,121212,Nuke,Vertigo,Mirage,Train,Overpass,Dust2,0.0,0.0,Inferno
2020-02-09,Pompa,Apeks,1,2339369,5133,3,123412,Dust2,Inferno,0.0,Train,Nuke,0.0,Vertigo,Overpass,Mirage
2020-02-09,Paradox,Skyfire,1,2339351,5189,3,123412,Nuke,Inferno,0.0,Train,Dust2,0.0,Vertigo,Overpass,Mirage
2020-02-09,Lyngby Vikings,Apeks,0,2339335,5133,1,121212,Mirage,Dust2,Overpass,Inferno,Train,Vertigo,0.0,0.0,Nuke
2020-02-09,DivisionX,SHIFT,0,2339346,5204,3,123412,Mirage,Nuke,0.0,Vertigo,Dust2,0.0,Inferno,Train,Overpass
2020-02-09,Pompa,AGO,1,2339334,5133,1,121212,Dust2,Inferno,Vertigo,Nuke,Overpass,Mirage,0.0,0.0,Train
2020-02-09,Natus Vincere,Complexity,1,2339103,5138,3,123412,Vertigo,Overpass,0.0,Nuke,Dust2,0.0,Train,Mirage,Inferno
2020-02-09,Vitality,Natus Vincere,1,2339102,5138,3,123412,Train,Overpass,0.0,Vertigo,Mirage,0.0,Inferno,Dust2,Nuke
2020-02-09,KOVA,SKADE,0,2339336,5133,1,121212,Inferno,Overpass,Mirage,Nuke,Vertigo,Dust2,0.0,0.0,Train
2020-02-09,Unique,EXTREMUM,1,2339300,5214,3,123412,Vertigo,Dust2,0.0,Overpass,Train,0.0,Nuke,Inferno,Mirage
2020-02-08,Demolition Crew,SKADE,1,2339329,5133,1,121212,Train,Overpass,Nuke,Mirage,Dust2,Vertigo,0.0,0.0,Inferno
2020-02-08,sAw,AGO,0,2339327,5133,1,121212,Mirage,Inferno,Train,Nuke,Overpass,Vertigo,0.0,0.0,Dust2
2020-02-08,Japaleno,KOVA,1,2339325,5133,1,121212,Nuke,Vertigo,Train,Inferno,Overpass,Mirage,0.0,0.0,Dust2
2020-02-08,Complexity,Vitality,1,2339101,5138,3,123412,Nuke,Vertigo,0.0,Train,Dust2,0.0,Mirage,Inferno,Overpass
2020-02-08,Natus Vincere,Astralis,0,2339100,5138,3,123412,Vertigo,Overpass,0.0,Mirage,Dust2,0.0,Train,Nuke,Inferno
2020-02-08,SG.pro,Gambit Youngsters,1,2339299,5214,3,123412,Inferno,Overpass,0.0,Nuke,Vertigo,0.0,Train,Dust2,Mirage
2020-02-08,Paradox,Ground Zero,1,2339313,5188,3,123412,Nuke,Overpass,0.0,Vertigo,Dust2,0.0,Train,Mirage,Inferno
2020-02-08,Formidable,Ground Zero,1,2339311,5188,1,121212,Overpass,Mirage,Nuke,Vertigo,Train,Inferno,0.0,0.0,Dust2
