danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,popularity,track_name,track_artist,track_id
0.562,0.00269,0,-30.62,1,0.294,0.993,0.971,0.0956,0.775,128.969,136822,False,0,Days,Piano Deep Relax,1CSxVvj3pA24LGZPnnEQqD
0.397,0.076,3,-17.299,1,0.0362,0.97,0.898,0.11,0.121,67.578,134568,False,0,Dormir,Estudiar Bien,4FJO4o5YwuWi8pxJosCuAa
0.681,0.00241,0,-27.616,1,0.45,0.989,0.944,0.0828,0.692,68.95,124778,False,0,Inner Focus,Piano Deep Relax,2vJgh2otbyD1KAW1AkwRvN
0.377,0.0302,0,-21.938,1,0.04,0.927,0.933,0.102,0.093,72.563,110427,False,0,Better Learning,Study Solution,7lFt7rCXQDFdDWXvkVDbTL
0.483,0.00183,0,-27.443,1,0.0691,0.981,0.971,0.0839,0.364,61.613,175777,False,0,Home,Piano Deep Relax,3j0ZylWQkd9e9ib5SymgPH
0.432,0.0251,3,-19.806,1,0.0322,0.965,0.936,0.111,0.19,66.444,121284,False,0,Brain Power,Study Time,457xSDZpfh6VLO9wfN2Vh3
0.585,0.00674,0,-30.884,1,0.296,0.99,0.966,0.106,0.777,137.565,111780,False,0,Soft Relax,Piano Deep Relax,1JwgLzts4hSdF4H3JzgF4S
0.629,0.0038,0,-30.275,1,0.287,0.982,0.976,0.0842,0.797,133.512,132577,False,0,Sleep and Relax,Piano Deep Relax,7AAT0aLg1lPJmTj94ecy7c
0.799,0.494,10,-13.662,1,0.104,0.0555,0.857,0.174,0.497,127.998,195469,False,14,5g Tower,Finestyle,79WQPYT72qBzkjHKkmJvHE
0.68,0.696,0,-5.38,1,0.0296,0.785,4.08e-06,0.303,0.893,124.065,219440,False,15,Greedy Girl,CiRcUs LiBeRtY,4hOCRE1Uk9dbAln5LzBbBf
0.73,0.255,0,-18.384,1,0.042,0.641,0.195,0.0455,0.911,143.031,118405,False,3,Madman,Conjecture City,3vOicIIShgOHX67szBtn9c
0.572,0.0586,7,-21.285,1,0.0314,0.824,0.945,0.0969,0.233,95.04,117618,False,3,Digital Hate,Conjecture City,3AdLybZgX28ar3IH1zYkVn
0.498,0.149,5,-13.711,1,0.0342,0.852,0.832,0.13,0.468,167.933,133030,False,2,Sunrise,Conjecture City,3Zarayg5wUffniV9qkC1ch
0.635,0.331,5,-16.786,1,0.0322,0.405,0.0599,0.0663,0.887,139.838,52409,False,3,The Cuteness,Conjecture City,4KWktO0Iq141JfoKnQEFWr
0.518,0.464,7,-18.801,0,0.034,0.00126,0.868,0.118,0.972,143.039,118379,False,3,Realism,Conjecture City,1PIiy8Q22nivN695fRDBEt
0.38,0.244,6,-18.945,0,0.0411,0.654,0.639,0.24,0.178,107.193,68527,False,3,Connection,Conjecture City,4CDB6VKi500cgzrwrvcCjx
0.643,0.252,0,-16.536,1,0.0411,0.951,0.00257,0.0991,0.739,101.018,72644,False,3,Drowning In Success,Conjecture City,0bcHfVgSHqRlfOy345cfd4
0.604,0.0889,7,-25.481,1,0.0422,0.582,0.854,0.152,0.501,181.946,77913,False,3,Where's My Party,Conjecture City,1jnmf7Ozn5dCRIFs6IPOki
0.453,0.432,0,-20.057,1,0.0525,0.084,0.83,0.24,0.688,139.932,120965,False,4,Eternal Education,Conjecture City,4EE6TEVo7DDyVjdM54LBaY
0.642,0.113,2,-19.276,1,0.0275,0.0701,0.0843,0.16,0.71,100.902,72013,False,3,Procrastination,Conjecture City,7tmH6511yVVNOhkmFFCOL4
0.765,0.645,9,-15.082,1,0.457,0.619,0.0,0.429,0.7,160.079,204870,True,2,Identity,Alei Islah,0HIpfc2YJhLEwbHF10EYgu
0.793,0.286,9,-15.623,0,0.634,0.638,0.0,0.124,0.384,154.837,209885,True,3,CIRCUMSTANCES,Alei Islah,2qIAaOqkL3yMdCorultXt4
0.89,0.321,10,-16.956,1,0.523,0.422,2.45e-05,0.126,0.56,80.98,177633,True,2,Frozen,Alei Islah,4NNWIrlYa1hiz4wXQHF5Fx
0.977,0.287,8,-14.66,0,0.43,0.64,0.0,0.102,0.609,124.006,197555,True,2,BOO,Alei Islah,3mfCc982WCxrfbd1PG5HUU
0.868,0.401,9,-13.161,0,0.363,0.789,2.38e-06,0.324,0.64,140.042,216967,True,3,CARE,Alei Islah,0h3cDz4S5EvYm1BsWKIMgN
0.788,0.0482,6,-19.979,0,0.525,0.817,0.0,0.104,0.365,129.94,210698,True,2,Soul Wide Open,Alei Islah,0XDEszFBepuSEty7pd0hBf
0.829,0.388,1,-12.332,1,0.0632,0.209,0.0,0.245,0.881,129.971,161959,True,2,If Walls Could Talk,Alei Islah,7pQimB69y2Z8iVAWHAtsHz
0.941,0.188,2,-18.571,0,0.383,0.538,1.87e-05,0.32,0.64,110.107,243693,True,2,Toxic Love,Alei Islah,0FccbAdcIr5Sw5cbX2Zxoa
0.951,0.279,11,-17.195,1,0.128,0.5,0.0,0.0839,0.707,130.061,207494,True,2,Bright Side,Alei Islah,5IkhU9iMLoR2kmFGg3eYBi
0.822,0.492,7,-14.917,0,0.478,0.454,0.0,0.49,0.692,164.996,210418,True,2,Ain't Worried Bout Shit,Alei Islah,1w8ZXv8WVzoZ7EhqH6xWJ6
0.684,0.0763,6,-19.645,0,0.143,0.922,0.0,0.085,0.207,84.033,188128,True,2,Shawty,Alei Islah,6RBVdOnjsM9146ursChHWn
0.731,0.422,2,-13.994,0,0.422,0.704,0.0,0.264,0.764,154.972,166650,True,2,Thug Cry,Alei Islah,1mXiRUMd5j6xX2SqKC4mrU
0.937,0.321,7,-15.642,0,0.483,0.381,0.0,0.109,0.507,130.126,222865,True,2,GANG,Alei Islah,6lLpIhZo0Cwvbs52AKM8Vo
0.748,0.827,7,-7.189,1,0.0462,0.159,6.95e-06,0.0589,0.963,97.001,251116,False,15,Púdrete en la Tristeza,The Homeboyz,5xfvSFridEvtd9SKyVbyis
0.366,0.919,2,-4.872,1,0.0815,0.000278,0.0,0.082,0.49,188.138,185760,False,14,The Resolution,Jack's Mannequin,04QU72KX2SRJAf1KLryirq
0.852,0.532,7,-10.423,1,0.418,0.0548,0.0,0.197,0.525,158.014,158390,True,14,ZeRoS,Young Gstar,18aefgydapqaE5FwWQ8KSK
0.104,0.133,0,-18.703,1,0.0397,0.825,0.74,0.145,0.0391,84.352,83413,False,1,Burghölzli,Howard Shore,582K2sbmMtFbyvBLsUwW0e
0.171,0.0271,0,-25.193,1,0.0497,0.965,0.324,0.0835,0.0628,74.107,96600,False,2,Miss Spielrein,Howard Shore,54BQ80GjYvXIEXTEcG2uFW
0.154,0.00131,5,-45.324,1,0.045,0.961,0.948,0.0781,0.275,95.582,64080,False,1,Galvanometer,Howard Shore,5dKS2GfO4lwUcofWT7DMAX
0.214,0.0509,4,-28.498,0,0.0446,0.957,0.947,0.125,0.041,69.028,67480,False,1,Carriage,Howard Shore,2yYx4jJkXHolvIYMrQL0gb
0.165,0.00413,3,-28.009,1,0.0476,0.967,0.419,0.139,0.0322,112.206,133533,False,1,He's Very Persuasive,Howard Shore,2Vj669MjtWutfeStl1bIjR
0.194,0.00705,8,-34.875,1,0.0368,0.963,0.755,0.101,0.203,65.046,57093,False,1,Sabina,Howard Shore,7zK2q2BhUTpWXSEdCZqlgN
0.2,0.0163,10,-27.39,1,0.0444,0.971,0.854,0.162,0.0372,78.752,167387,False,1,Otto Gross,Howard Shore,6E1GQEhPqAXjQPkodOw8mL
0.105,0.00276,2,-38.554,0,0.0463,0.973,0.922,0.0859,0.0394,60.878,61653,False,1,A Boat with Red Sails,Howard Shore,7FCGh7Xo9XNmqc9Bg0Tdrf
0.458,0.00202,4,-35.955,1,0.0746,0.996,0.934,0.0834,0.509,133.497,61000,False,1,Siegfried,Howard Shore,6DiH0tQ32wqIQLceq23KaH
0.143,0.0702,9,-26.941,0,0.0448,0.949,0.94,0.107,0.0355,139.858,73800,False,1,Freedom,Howard Shore,4Eah2GirvQSZR49L71yuot
0.103,0.0242,4,-27.404,1,0.0424,0.585,0.808,0.1,0.0333,90.01,65680,False,2,End of the Affair,Howard Shore,17jAT4vSBMI2hoqzCI94Ui
0.0729,0.00635,4,-31.738,1,0.0372,0.966,0.918,0.121,0.036,75.283,144733,False,1,Letters,Howard Shore,7GpLzyUnNVHDfUPqDAofqV
0.216,0.00183,6,-42.225,1,0.045,0.969,0.88,0.157,0.116,70.685,90373,False,0,Confession,Howard Shore,1nBuuTCN9t4q072EcYYdrV
0.18,0.0215,3,-26.509,1,0.0385,0.897,0.891,0.121,0.039,133.407,70480,False,0,Risk My Authority,Howard Shore,0eeNI49hV1fMklD50xEhaU
0.194,0.0097,0,-36.966,0,0.0328,0.701,0.744,0.0981,0.0905,87.397,69547,False,0,Vienna,Howard Shore,09rOgxy74dvW7vx102Lr4I
0.158,0.0125,6,-28.927,1,0.0465,0.916,0.97,0.14,0.0307,132.191,146147,False,0,Only One God,Howard Shore,5pz8VDNVYcK5w4Yz3E9Qdz
0.169,0.0281,4,-24.597,1,0.0482,0.896,0.924,0.0825,0.0382,135.047,170760,False,0,Something Unforgivable,Howard Shore,3GNyeRdgbYbtQrkVD78Mi5
0.186,0.0302,4,-26.258,1,0.0368,0.891,0.905,0.12,0.0387,79.004,357093,False,2,Reflection,Howard Shore,6hsrxAXtKAIba9sr5WE3Dq
0.362,0.00589,4,-23.397,1,0.0695,0.99,0.871,0.0575,0.0643,68.915,1924427,False,10,Siegfried Idyll,Howard Shore,7oODXcRc9w9TZe2ENlEHY1
0.609,0.686,6,-10.782,0,0.0553,0.231,0.0,0.083,0.835,93.277,198440,False,4,Jim Beam,Midnight River Choir,6RoybsLWqnCojbrC68c8Cz
0.376,0.337,7,-11.93,1,0.0343,0.792,1.18e-06,0.0724,0.487,77.437,197867,False,2,Mountain Top,Midnight River Choir,4gtVqa9Aqnc0eQERRZ8QnP
0.563,0.545,4,-12.097,1,0.0532,0.44,3.32e-06,0.114,0.728,186.445,172787,False,3,Back Down to Broke,Midnight River Choir,7sANwUrrhVpUbJ1g4ls2HR
0.574,0.479,0,-11.37,1,0.0279,0.547,5.02e-05,0.106,0.501,89.804,207360,False,3,Thinkin About,Midnight River Choir,0zVicM2ZUFDJ2kikzRxIEP
0.606,0.402,9,-14.056,1,0.031,0.259,1.66e-05,0.131,0.536,141.453,249760,False,3,Loving You,Midnight River Choir,65XG72ALXskJlsoiSOXvS6
0.459,0.41,8,-11.443,1,0.0252,0.243,2.93e-06,0.0895,0.326,138.281,196453,False,2,Fools of Love,Midnight River Choir,5B6fK3XJrBv7LffygLWoJ8
0.559,0.393,4,-11.702,1,0.0355,0.662,0.0,0.101,0.405,73.828,268907,False,4,Mexico or Never,Midnight River Choir,3S3JZXX3zkXyFxJI0SGYAp
0.64,0.494,6,-12.529,1,0.0386,0.0485,0.000145,0.0912,0.922,124.641,172720,False,2,Rather Love a Memory,Midnight River Choir,7MsG9x8sU9x8GwFOqizoLX
0.67,0.635,6,-11.234,0,0.0382,0.281,0.0,0.111,0.714,124.062,207320,False,3,Still in Love With You (Call Me a Fool),Midnight River Choir,4zuETuahZWwqbrf6ZXAqTM
0.541,0.567,4,-11.693,1,0.0406,0.329,4.6e-05,0.0957,0.571,118.514,180573,False,2,Rock & Roll Shoes (feat. Steve Littleton),Midnight River Choir,7t2c310qoFKljxyKIjSjv5
0.458,0.318,4,-12.867,0,0.0335,0.707,0.0,0.131,0.352,138.997,209120,False,3,You Broke Another Heart Tonight,Midnight River Choir,0dVRLcP47eGFztBwhrCiGg
0.62,0.477,0,-9.7,0,0.0632,0.227,0.0,0.104,0.335,155.978,167811,True,0,Forever Scarred (Intro),Deuce 2much,6zeqpLyfYeiV7mITeP6xOW
0.725,0.477,8,-11.089,0,0.089,0.0495,0.0,0.0772,0.591,140.032,164624,True,0,Ynic,Deuce 2much,3fGoZymVrEAWM3muwzbXex
0.867,0.478,1,-8.174,1,0.0854,0.0646,0.0,0.0974,0.135,130.039,177288,True,0,Bitch Wait,Deuce 2much,4KFy9AC1wV6K6RlNqAOCGN
0.785,0.731,8,-7.922,0,0.369,0.0882,0.0,0.0878,0.71,178.048,173472,True,1,Hold on,Deuce 2much,0GqAbiOJ8NoaItfh6IIsLN
0.646,0.507,6,-7.762,1,0.536,0.126,0.0,0.125,0.605,159.99,106104,True,0,Emotionally Reminiscing,Deuce 2much,5l19kHURyQxhfDBbazWakR
0.755,0.486,2,-10.238,1,0.475,0.0982,0.0,0.0986,0.374,171.068,150962,True,12,May 29th,Deuce 2much,27kAYycHlQH0i4jD5mqOxz
0.742,0.465,0,-9.319,0,0.231,0.198,0.0,0.0613,0.47,114.945,218664,True,1,Baefriend,Deuce 2much,4wa25jsnY01CapIEfGAMLP
0.826,0.528,8,-7.085,1,0.218,0.191,0.0,0.113,0.741,155.026,99892,True,0,Dawg Shit,Deuce 2much,2aEOPwcFGwdz4piol0MQaH
0.666,0.583,10,-7.688,0,0.126,0.0301,0.0,0.129,0.582,165.984,138864,True,0,Court Appearances,Deuce 2much,468bFvZ4ZmTQF70QFjyCyC
0.398,0.893,9,-5.294,1,0.0595,0.000196,0.108,0.377,0.672,162.015,226827,False,10,Head On Collision,New Found Glory,4JNrlQPJmfFL8A00SOY9FL
0.419,0.981,4,-6.062,1,0.0968,0.000134,0.000447,0.243,0.644,175.335,202667,False,10,Hit Or Miss,New Found Glory,1yD7fc3pXI424MitcUh9i9
0.871,0.486,4,-13.741,1,0.0968,0.486,0.0,0.0938,0.624,104.963,190240,True,14,Hit The Floor,Lil Sinn,3XcB2KWi6oSohrHQsphpaf
0.704,0.564,9,-12.939,1,0.0891,0.000276,0.403,0.0463,0.995,142.025,119249,False,3,Cold Nightmare,Bollobas,3z9rmIXUiFSa6HrhKZSA7S
0.346,0.0985,2,-18.92,1,0.0332,0.547,0.968,0.241,0.249,187.984,78106,False,3,Reckless Pleasure,Bollobas,3jZAVAsdMZMXLmlpcPzH1z
0.797,0.189,0,-18.984,1,0.0442,0.0534,0.286,0.0869,0.662,122.018,91638,False,3,Wisdom In the Sun,Bollobas,2jgDXDO97XVlJo9dbDNMnK
0.712,0.262,5,-15.765,1,0.0551,0.827,0.959,0.238,0.96,146.136,49868,False,4,The Missing Town,Bollobas,0U7jVmTEiMX8ipGjd2tWc1
0.731,0.265,4,-21.797,0,0.0714,0.134,0.925,0.0654,0.978,93.051,119536,False,3,Everybody Needs at Least One Friendship,Bollobas,5C2r6YCLh8O1kcItXtzuNL
0.478,0.426,4,-17.578,0,0.0322,0.308,0.0103,0.219,0.518,149.137,132937,False,3,Envy to Go,Bollobas,07GpuyABVG2zArlzpOulz8
0.357,0.19,5,-19.592,1,0.043,0.927,0.897,0.0711,0.437,90.566,122854,False,3,Staring at My Heart,Bollobas,5R9uaJOA3VEHkE3NUX0X01
0.645,0.315,7,-17.849,1,0.0652,0.471,0.61,0.277,0.961,114.013,98064,False,3,Alcoholic Limo,Bollobas,01VaQPHfStAvv4cc64G6kj
0.757,0.727,0,-15.433,1,0.0662,0.817,0.702,0.124,0.97,145.069,76696,False,3,Overt Fox,Bollobas,14YYBHwbvAvs7WDdX4QQX5
0.598,0.284,0,-15.724,0,0.0296,0.675,0.338,0.186,0.62,107.058,104438,False,3,Information Is My Favorite Game,Bollobas,5UYibvOYmYCQHtOr9MYOWT
0.848,0.55,4,-8.417,0,0.304,0.262,0.0,0.0992,0.331,93.933,175656,True,15,Duce in My Sprite,Babyface Bizzy,292gaaZn4AvKahgi7EWRuA
0.907,0.471,1,-10.215,1,0.304,0.212,0.0,0.0827,0.817,119.964,177241,True,2,Racks,Slumm Prince,43JKHsWcbFb5slyZHZFdND
0.846,0.51,0,-8.311,0,0.109,0.594,3.96e-05,0.267,0.482,118.074,232072,True,1,Brand New,Slumm Prince,2IkIWz3cbSVsPoR6kxguJB
0.947,0.321,10,-11.08,0,0.168,0.121,0.0,0.223,0.276,112.982,162325,True,2,Walk Through,Slumm Prince,34bY4i5FrHvEvmAvU2EDAt
0.822,0.471,4,-11.085,0,0.304,0.0249,4.8e-06,0.155,0.703,126.069,202136,True,2,Make Me,Slumm Prince,42ciFEyw1WfTWqXwPaEx2g
0.828,0.513,10,-9.712,1,0.185,0.101,0.0,0.294,0.822,131.98,223033,True,1,Need a Drank,Slumm Prince,5NLaOVuc2pMBgrcylmNV1H
0.803,0.491,0,-8.168,1,0.152,0.642,2.16e-06,0.149,0.532,99.968,204225,True,1,Thinking About You,Slumm Prince,1WDLENbjhDSowUkEd5bpuL
0.853,0.51,5,-9.183,0,0.0633,0.278,8.39e-05,0.111,0.815,105.992,254250,True,2,Riding Solo,Slumm Prince,3Q6V7aMzioC8xCEt5FRInH
0.765,0.618,2,-8.5,0,0.223,0.219,0.0,0.296,0.651,88.986,197172,True,1,A Real One,Slumm Prince,22K8IUSruXfgv2q20Nk1O0
0.911,0.64,8,-9.246,1,0.356,0.014,0.0,0.348,0.793,119.964,128209,True,1,No Justice,Slumm Prince,6ACnJCr1eYycsCcZTC0Hpu
0.942,0.411,9,-10.299,1,0.368,0.144,0.0,0.0944,0.531,101.966,143595,True,1,Hit Diffrent,Slumm Prince,2NXwvZalrhxbRBqH5lCtvU
0.796,0.694,10,-6.587,0,0.381,0.317,0.0,0.16,0.462,149.899,230713,True,1,Lose Hope,Slumm Prince,23uwFJnSW6Gr6OIYUhfBlY
0.715,0.689,5,-9.189,0,0.258,0.824,0.0,0.178,0.887,174.048,191373,True,1,Prove It,Slumm Prince,0wm95BWQTIpSk8al1M5yHe
0.735,0.604,6,-8.85,0,0.402,0.515,0.0,0.124,0.286,88.088,155899,True,1,Vent,Slumm Prince,0FbaHBJ5kio6UzFnEoIhqx
0.764,0.471,9,-8.425,1,0.366,0.0669,0.0,0.0743,0.505,94.188,187246,True,1,Energy,Slumm Prince,6XXYYxdknr111EYo362VDv
0.693,0.352,6,-14.81,1,0.292,0.43,0.0,0.127,0.542,108.107,246883,True,1,All Night,Slumm Prince,7z7o7PGPkAaiQzLqG1Et75
0.86,0.537,1,-7.57,0,0.269,0.324,0.0,0.126,0.446,123.952,233326,True,5,Mobbing,Slumm Prince,0JFn4O0O6dl3m9BY9X3Wzb
0.969,0.509,7,-8.433,1,0.198,0.28,0.0,0.424,0.735,122.051,208327,True,1,How I'm Living,Slumm Prince,09q1rGwXIicUXVYM6yiCH6
0.964,0.319,2,-13.034,1,0.414,0.0324,0.0,0.0858,0.369,120.107,184268,True,1,To Turnt,Slumm Prince,7DoRKuskwTMeaQrzYOgMhE
0.607,0.647,3,-10.587,0,0.0389,0.0574,0.000159,0.052,0.891,107.925,338160,False,0,Baby I'm Scared of You,Womack & Womack,2n1bxWbo8EIFAIXStsUUlo
0.715,0.63,7,-9.498,1,0.0448,0.338,1.21e-05,0.0875,0.948,125.67,224133,False,0,Our Time,Leon Ware,2zJ5sP7JqWFR3WMP9BtHHz
0.809,0.673,9,-10.07,0,0.0324,0.44,0.000181,0.297,0.917,92.204,254160,False,0,What About Me,CHIC,1AWYOSv6Xn6cgp2wnGV7Mi
0.405,0.592,1,-11.79,1,0.0401,0.0476,0.0327,0.0754,0.669,168.248,292227,False,0,Delightful,Narada Michael Walden,7j45xvStrMYa1bxAz95xDt
0.647,0.701,7,-8.92,0,0.0345,0.106,9.94e-05,0.229,0.672,86.51,300413,False,0,Easier to Love,Sister Sledge,1xgAsUyGSHnaOLW9IzrjZj
0.668,0.865,11,-9.869,1,0.0714,0.0227,4.6e-05,0.0999,0.961,161.91,288693,False,0,Madamoiselle,Foxy,04PCxZ41ecVXktHVQNqqc4
0.625,0.721,8,-6.063,1,0.0478,0.2,0.00479,0.273,0.908,100.551,174707,False,0,I'm About Loving You,Al Hudson,03L7A2SeQl9O2IRYiEuH3W
0.514,0.562,11,-8.066,1,0.032,0.119,0.0,0.0945,0.604,98.917,197027,False,0,Inner City Blues (Make Me Wanna Holler),The Impressions,0YOwSkh0Qjj90urv0GWZSq
0.824,0.535,3,-13.224,1,0.148,0.353,0.000647,0.0919,0.94,93.015,272840,False,0,Street Tough,Ben E. King,4AMo7k7u5qrcG3NsgfIqBD
0.744,0.558,4,-13.189,0,0.055,0.23,5.13e-05,0.0448,0.709,111.826,302467,False,0,Night Rider,Womack & Womack,5rLHpRN9SO3FxwYqeWXIsn
0.785,0.758,4,-9.412,1,0.0525,0.488,0.000679,0.287,0.786,118.661,399733,False,0,Do You Really Want an Answer?,Zapp,5qGTluY7mSicLeJWkteLfx
0.756,0.447,0,-13.973,1,0.0269,0.602,0.000828,0.0495,0.799,110.51,223773,False,0,I'm In Love (And I Love the Feeling),Rose Royce,0IgmnAB8GU30Rr56PTzmTR
0.65,0.689,5,-13.216,0,0.0658,0.0958,0.000705,0.0591,0.558,103.333,277400,False,0,Don't Turn the Lights Off,Margie Joseph,4CH385zVkvZLfg5Ji2oWuX
0.524,0.566,9,-8.024,1,0.0351,0.315,3.29e-05,0.112,0.429,91.456,247667,False,0,Papillon (Hot Butterfly),Chaka Khan,3hvCLYlSFm5eKY7SYayLFL
0.589,0.541,9,-14.146,0,0.0398,0.134,2.38e-06,0.045,0.963,84.299,259160,False,0,You Bring Out the Best In Me,The Natural Four,6cCza2YJBkKykjMqIUgXJf
0.638,0.662,2,-6.792,1,0.0333,0.51,1.45e-05,0.243,0.82,96.09,270827,False,0,Easy Street,Sister Sledge,4BCCBxLNBarEYSAjNF5qYS
0.474,0.892,6,-5.844,1,0.103,0.0524,0.0021,0.0883,0.689,96.91,318360,False,0,Riding High,Faze-O,51lYN9sIo7LjTo0YRejzJT
0.615,0.621,5,-12.523,0,0.0514,0.461,0.0,0.0836,0.828,80.088,174027,False,14,90% of Me Is You,Gwen McCrae,2CnvDLvYlrCSF7PgwjNBXV
0.371,0.568,0,-10.552,0,0.0421,0.432,0.0,0.299,0.938,88.632,175933,False,0,Oh No Not My Baby,Aretha Franklin,6kT4GlTEFBrwybH36enqAI
0.525,0.493,4,-13.204,0,0.0572,0.275,1.45e-06,0.125,0.86,88.102,385733,False,0,Be My Lady,The Meters,5UfUfoB0Ix3Rz7SHub1guz
0.799,0.636,9,-11.381,0,0.0514,0.388,0.00255,0.164,0.906,102.529,286067,False,0,Your Way,Kleeer,78uiiXwhlD7w9cfWkqELpN
0.655,0.713,6,-11.4,0,0.0893,0.279,0.0287,0.132,0.433,106.872,450707,False,0,Right On for the Darkness,Curtis Mayfield,3Y6RXvoHlf3B29RyUgWnsS
0.629,0.81,5,-7.018,0,0.0336,0.257,0.00856,0.305,0.853,99.923,253320,False,0,Move Me No Mountain - Lew Hahn Remix,Chaka Khan,6VcU2DpAMlq4gGoGPSwwVq
0.526,0.731,7,-9.763,1,0.144,0.234,3.34e-05,0.0549,0.576,96.61,195560,False,0,Preacher Man,The Impressions,2UNFu0EuHLhkCtYfaS5GQj
0.406,0.517,1,-15.958,1,0.033,0.0787,0.00286,0.259,0.659,92.822,269800,False,0,The Awakening,Narada Michael Walden,1GtKIur6krXz9QYp5YK4A5
0.607,0.774,1,-10.442,1,0.0398,0.0948,0.0,0.0579,0.735,80.23,304627,False,0,Love Supreme,T-Connection,2ur4SyaA0AQZj6p2fUf3jd
0.437,0.737,5,-4.666,1,0.0435,0.622,0.0002,0.183,0.736,175.144,204960,False,0,Problem Solver,Lenny Williams,0mnTTi6MGWMWEhgSe5BLrL
0.502,0.616,10,-7.727,0,0.358,0.429,0.0,0.15,0.572,91.962,153096,True,13,Answers,EKT 40,2dDZAjBFHDSZi7qjVQsyGl
0.464,0.691,1,-6.413,1,0.0347,0.00288,0.00983,0.124,0.508,101.097,222227,False,2,Show the Devil How,Drew Cooper,6SMXSnYxoMCvipZ9CG126T
0.582,0.839,6,-6.293,1,0.0291,0.00134,0.0,0.16,0.729,120.047,238773,False,9,Hangovers and Heartaches,Drew Cooper,2hrvHxKMmAkb1pJmCoZiX0
0.616,0.487,6,-8.641,1,0.0284,0.321,0.0069,0.0907,0.523,73.987,258507,False,1,Beat Up Broke Down,Drew Cooper,0EyOBCOoIaHDSpD3s8UdGG
0.321,0.689,6,-6.789,1,0.0338,0.00267,0.0761,0.115,0.384,83.962,248760,False,1,Hard to Ride,Drew Cooper,6dVXC04dR8w1eSgfg2Ly3J
0.464,0.423,1,-7.444,1,0.0269,0.813,7.42e-05,0.165,0.319,142.215,231493,False,2,Pictures On the Wall,Drew Cooper,5uBvK9OrxGd7oJRR4xwak4
0.623,0.8,8,-6.014,1,0.0334,0.0156,0.000141,0.167,0.671,124.997,314827,False,9,Easy Girls,Drew Cooper,5kvUJCFGNW1mFxDAKd7nYT
0.522,0.261,7,-11.595,1,0.0267,0.905,0.952,0.187,0.331,103.908,208933,False,2,Hark! The Herald Angels Sing,John Tesh,2gm8fg4iRvQ7x9f3uHYUpE
0.224,0.354,7,-10.857,1,0.0326,0.737,0.735,0.369,0.417,103.88,207200,False,2,We Wish You A Merry Christmas,John Tesh,0nZ8DPGtV9SWBRfxVjPoRE
0.368,0.0651,8,-15.393,1,0.035,0.994,0.962,0.16,0.356,115.299,183493,False,2,Good King Wenceslas,John Tesh,1Ns46BT6S3q2ENFKAVnHa3
0.389,0.338,0,-12.482,1,0.0371,0.463,0.911,0.0826,0.23,117.8,246933,False,3,The Little Drummer Boy,John Tesh,4tz4s7oTbcLSqqtDVA5qDn
0.357,0.206,4,-14.996,1,0.0436,0.964,0.896,0.11,0.38,78.309,229200,False,2,Joy To The World,John Tesh,2IADJiKYuDAFIPfo8z5Gad
0.464,0.388,0,-12.319,1,0.0291,0.686,0.922,0.12,0.155,135.918,288267,False,3,Have Yourself A Merry Little Christmas,John Tesh,3RCuQol6c9zo6gvLNzZnan
0.104,0.381,4,-10.915,0,0.0368,0.515,0.802,0.148,0.146,84.529,219240,False,2,What Child Is This?,John Tesh,3fFhw8ruJOiPm7UwrjVah6
0.332,0.0924,5,-12.807,1,0.0367,0.993,0.92,0.0945,0.292,63.662,181827,False,2,"Good Christian Men, Rejoice",John Tesh,5o08M73rRzWh5PtcKOefdD
0.298,0.291,0,-13.662,0,0.0299,0.62,0.632,0.0644,0.269,127.874,212867,False,4,Carol Of The Bells,John Tesh,63LS4TuIb3rqCxAUaCNNOJ
0.456,0.206,10,-14.809,1,0.0325,0.932,0.841,0.0747,0.19,110.764,199107,False,4,Song For Prima,John Tesh,193mL6JsLVJ7W3aWKFMYUO
0.634,0.241,9,-14.187,1,0.0698,0.971,0.918,0.109,0.183,114.243,206360,False,2,O Tannenbaum (Oh Christmas Tree),John Tesh,37XvvZe9RyHue59loghJt2
0.286,0.0729,5,-15.503,1,0.0379,0.993,0.928,0.126,0.194,113.137,189707,False,1,God Rest Ye Merry Gentlemen,John Tesh,5h5l6sqbLOwX9423Veqqe4
0.278,0.236,9,-13.381,0,0.0307,0.857,0.605,0.341,0.243,119.188,189227,False,1,One Final Wish,John Tesh,5mrLYCpbTqBPq8uQeHhBOf
0.1,0.316,0,-10.406,1,0.0322,0.816,0.832,0.141,0.169,89.343,268640,False,2,White Christmas,John Tesh,66C07TTGLcj54Hfsb2WHkG
0.505,0.308,5,-15.457,0,0.0534,0.991,0.859,0.109,0.0988,80.078,161053,False,3,I Walk Alone,A New Orchestra,5rNtsO9rde7mbpGV4pPRiY
0.269,0.202,11,-15.667,1,0.0373,0.977,0.912,0.108,0.0674,120.147,211587,False,3,Along the Path,A New Orchestra,5cnAoXgGVek56A8GQYRQ6K
0.713,0.204,3,-17.311,0,0.0502,0.994,0.917,0.188,0.667,99.881,205336,False,3,Defending the Weak,A New Orchestra,4oiMbaCCSnH24BXqvzZgE3
0.582,0.215,9,-17.078,0,0.0348,0.988,0.923,0.122,0.348,120.018,161512,False,3,The River of Trust,A New Orchestra,5HeMNSyEzWTpOHnfjoDLHU
